  9222.495117  1.03756  0.99936  1.02943
  9222.501953  1.03756  0.99936  1.02992
  9222.509766  1.03781  0.99917  1.02964
  9222.516602  1.03678  0.99948  1.02923
  9222.524414  1.03559  0.99988  1.02912
  9222.531250  1.03578  0.99993  1.02894
  9222.539062  1.03563  1.00003  1.02876
  9222.545898  1.03558  1.00013  1.02866
  9222.553711  1.03549  1.00027  1.02871
  9222.560547  1.03536  1.00044  1.02889
  9222.568359  1.03528  1.00060  1.02910
  9222.575195  1.03527  1.00072  1.02924
  9222.583008  1.03523  1.00081  1.02928
  9222.589844  1.03511  1.00089  1.02934
  9222.597656  1.03498  1.00096  1.02951
  9222.604492  1.03496  1.00098  1.02977
  9222.612305  1.03508  1.00093  1.03000
  9222.619141  1.03532  1.00082  1.03007
  9222.626953  1.03557  1.00070  1.02997
  9222.633789  1.03576  1.00060  1.02984
  9222.641602  1.03579  1.00060  1.02980
  9222.648438  1.03565  1.00071  1.02988
  9222.656250  1.03544  1.00087  1.02997
  9222.663086  1.03531  1.00101  1.02996
  9222.670898  1.03533  1.00104  1.02983
  9222.677734  1.03540  1.00099  1.02962
  9222.685547  1.03530  1.00092  1.02940
  9222.692383  1.03491  1.00095  1.02920
  9222.700195  1.03434  1.00110  1.02906
  9222.707031  1.03382  1.00135  1.02897
  9222.714844  1.03360  1.00154  1.02892
  9222.721680  1.03375  1.00154  1.02893
  9222.729492  1.03419  1.00133  1.02900
  9222.736328  1.03466  1.00105  1.02912
  9222.744141  1.03487  1.00089  1.02920
  9222.750977  1.03471  1.00095  1.02916
  9222.758789  1.03431  1.00113  1.02901
  9222.765625  1.03399  1.00129  1.02886
  9222.773438  1.03400  1.00129  1.02876
  9222.780273  1.03431  1.00115  1.02868
  9222.788086  1.03468  1.00095  1.02854
  9222.794922  1.03486  1.00080  1.02840
  9222.802734  1.03485  1.00078  1.02840
  9222.809570  1.03485  1.00084  1.02862
  9222.817383  1.03503  1.00092  1.02899
  9222.824219  1.03539  1.00093  1.02933
  9222.832031  1.03578  1.00084  1.02958
  9222.838867  1.03610  1.00071  1.02977
  9222.846680  1.03622  1.00064  1.02994
  9222.853516  1.03606  1.00070  1.03007
  9222.861328  1.03563  1.00086  1.03005
  9222.868164  1.03508  1.00101  1.02987
  9222.875977  1.03466  1.00107  1.02963
  9222.882812  1.03452  1.00105  1.02954
  9222.890625  1.03466  1.00097  1.02972
