  9247.493164  0.97536  0.57552  0.53678
  9247.500000  0.97536  0.57552  0.54131
  9247.507812  0.70031  0.76798  0.55184
  9247.514648  0.85774  0.67122  0.56728
  9247.522461  0.75329  0.76886  0.58647
  9247.529297  0.80613  0.75850  0.60935
  9247.537109  0.81096  0.77985  0.63037
  9247.543945  0.81665  0.80084  0.65145
  9247.551758  0.82222  0.82093  0.67175
  9247.558594  0.82749  0.83959  0.69079
  9247.566406  0.83244  0.85654  0.70833
  9247.573242  0.83713  0.87165  0.72434
  9247.581055  0.84180  0.88486  0.73891
  9247.587891  0.84656  0.89626  0.75217
  9247.595703  0.85122  0.90617  0.76422
  9247.602539  0.85539  0.91499  0.77515
  9247.610352  0.85892  0.92301  0.78517
  9247.617188  0.86208  0.93028  0.79447
  9247.625000  0.86528  0.93673  0.80315
  9247.631836  0.86865  0.94234  0.81118
  9247.639648  0.87200  0.94722  0.81853
  9247.646484  0.87514  0.95153  0.82529
  9247.654297  0.87815  0.95539  0.83168
  9247.661133  0.88120  0.95887  0.83779
  9247.668945  0.88434  0.96199  0.84358
  9247.675781  0.88749  0.96476  0.84899
  9247.683594  0.89053  0.96718  0.85406
  9247.690430  0.89353  0.96932  0.85896
  9247.698242  0.89652  0.97126  0.86374
  9247.705078  0.89947  0.97309  0.86837
  9247.712891  0.90230  0.97480  0.87275
  9247.719727  0.90505  0.97631  0.87682
  9247.727539  0.90781  0.97757  0.88057
  9247.734375  0.91055  0.97864  0.88400
  9247.742188  0.91302  0.97969  0.88713
  9247.749023  0.91499  0.98088  0.89010
  9247.756836  0.91654  0.98216  0.89306
  9247.763672  0.91809  0.98336  0.89608
  9247.771484  0.92009  0.98428  0.89907
  9247.778320  0.92259  0.98490  0.90188
  9247.786133  0.92521  0.98539  0.90440
  9247.792969  0.92740  0.98595  0.90667
  9247.800781  0.92889  0.98674  0.90885
  9247.807617  0.92986  0.98771  0.91109
  9247.815430  0.93081  0.98867  0.91338
  9247.822266  0.93208  0.98943  0.91556
  9247.830078  0.93372  0.98990  0.91749
  9247.836914  0.93553  0.99017  0.91925
  9247.844727  0.93732  0.99039  0.92108
  9247.851562  0.93905  0.99068  0.92310
  9247.859375  0.94074  0.99102  0.92520
  9247.866211  0.94244  0.99138  0.92715
  9247.874023  0.94410  0.99172  0.92890
  9247.880859  0.94563  0.99205  0.93054
  9247.888672  0.94690  0.99241  0.93210
  9247.895508  0.94792  0.99281  0.93359
  9247.903320  0.94891  0.99322  0.93505
  9247.910156  0.95015  0.99360  0.93668
  9247.917969  0.95175  0.99387  0.93860
  9247.924805  0.95347  0.99403  0.94068
  9247.932617  0.95495  0.99414  0.94265
  9247.939453  0.95598  0.99428  0.94436
  9247.947266  0.95674  0.99449  0.94588
  9247.954102  0.95754  0.99474  0.94732
  9247.961914  0.95852  0.99497  0.94866
  9247.968750  0.95962  0.99513  0.94984
  9247.976562  0.96068  0.99528  0.95089
  9247.983398  0.96163  0.99547  0.95187
  9247.991211  0.96250  0.99571  0.95282
  9247.998047  0.96333  0.99593  0.95366
  9248.005859  0.96420  0.99609  0.95444
  9248.012695  0.96523  0.99615  0.95535
  9248.020508  0.96648  0.99616  0.95658
  9248.027344  0.96783  0.99619  0.95806
  9248.035156  0.96902  0.99629  0.95956
  9248.041992  0.96989  0.99648  0.96086
  9248.049805  0.97050  0.99675  0.96189
  9248.056641  0.97111  0.99702  0.96272
  9248.064453  0.97198  0.99719  0.96344
  9248.071289  0.97316  0.99717  0.96414
  9248.079102  0.97447  0.99702  0.96489
  9248.085938  0.97563  0.99689  0.96573
  9248.093750  0.97651  0.99691  0.96659
  9248.100586  0.97713  0.99711  0.96743
  9248.108398  0.97767  0.99734  0.96826
  9248.115234  0.97826  0.99750  0.96914
  9248.123047  0.97890  0.99757  0.97006
  9248.129883  0.97948  0.99766  0.97093
  9248.137695  0.97995  0.99782  0.97169
